Representative_Sequence	total_reads	total_reads_nc	total_reads_non_nc	perc_reads_in_nc	total_samp	num_nc_samp	num_non_nc_samp	perc_nc_samp
M06508_16_000000000-CMN9T_1_2106_4958_21752	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2106_10760_27181	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2106_21231_27578	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2107_23530_18041	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2107_20466_20663	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2108_23257_5486	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2108_13312_7523	2	2	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2108_20889_10403	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2108_12734_16018	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2108_4305_16101	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2108_23503_16381	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2109_17745_2424	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2109_21424_16939	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2109_18516_18706	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2110_8376_5130	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2110_10996_14894	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2110_19128_16416	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2110_6139_24233	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2111_24633_5892	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2111_10675_6841	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2111_19910_9275	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2111_7043_9810	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2112_17059_5628	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2112_28845_11102	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2112_24672_12719	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2112_26344_17391	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2112_28594_17608	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2112_12115_26753	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2113_14399_5968	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2113_8332_9873	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2113_25407_20094	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2113_6440_20447	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2113_27298_23045	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2113_27311_23057	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2113_8414_24975	2	2	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2113_10584_27818	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2114_8505_7899	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2114_6002_10844	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2114_24705_12958	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2114_3185_13856	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2114_9171_21941	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2114_8021_24557	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1101_10095_3835	1345	780	565	57.992565	27	1	26	3.7037037037037033
M06508_16_000000000-CMN9T_1_1101_7594_4662	1063	1027	36	96.613358	6	1	5	16.666666666666664
M06508_16_000000000-CMN9T_1_1101_16316_5581	704	704	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1101_17065_6824	153	111	42	72.54902	6	1	5	16.666666666666664
M06508_16_000000000-CMN9T_1_1101_4316_7818	3	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_1101_22912_9150	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1101_26770_10258	489	428	61	87.525562	10	1	9	10
M06508_16_000000000-CMN9T_1_1101_13302_10264	323	323	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1101_6098_21362	331	282	49	85.196375	6	1	5	16.666666666666664
M06508_16_000000000-CMN9T_1_1101_24017_26357	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1102_8989_6065	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1102_28285_9676	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1102_14962_15706	134	17	117	12.686567	5	1	4	20
M06508_16_000000000-CMN9T_1_1102_24776_16240	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1102_13327_17614	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1102_8118_20997	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1102_26334_23223	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1102_12279_25983	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1103_5596_8563	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1103_23116_16674	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1103_11487_24726	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1103_14655_25165	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1104_7789_5329	569	1	568	0.175747	6	1	5	16.666666666666664
M06508_16_000000000-CMN9T_1_1104_27045_10286	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1104_12269_17686	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1104_16291_21318	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1105_7472_5754	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1105_27249_8510	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1105_19983_15452	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1105_27320_19989	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1106_22559_4981	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1107_21395_7023	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1107_4587_9922	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1107_16698_13402	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1107_7893_19350	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1107_18726_22033	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1108_12967_8104	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1108_17892_11563	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1108_26459_11866	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1108_25150_21359	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1109_21598_3899	175	1	174	0.571429	9	1	8	11.11111111111111
M06508_16_000000000-CMN9T_1_1109_22745_5891	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1109_23420_7386	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1109_15494_17160	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1109_11754_18227	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1110_14085_2823	7	1	6	14.285714	7	1	6	14.285714285714285
M06508_16_000000000-CMN9T_1_1110_26644_7210	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1110_24340_9963	2	2	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1110_25395_15951	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1110_9896_16720	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1110_22738_26025	2	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1110_11449_27989	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1111_9368_11128	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1111_8093_12497	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1111_7472_13622	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1111_27229_15479	20	1	19	5	12	1	11	8.333333333333332
M06508_16_000000000-CMN9T_1_1111_4487_17592	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1111_26486_22955	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1111_14306_27028	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1112_13575_2015	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1112_12606_2972	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1112_2194_11874	16	1	15	6.25	14	1	13	7.142857142857142
M06508_16_000000000-CMN9T_1_1112_29583_13853	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1112_21020_16183	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1112_16877_27426	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1113_9167_6344	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1113_9034_7211	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1113_21863_11349	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1113_12443_11531	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1113_22774_12090	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1113_6729_12477	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1113_4858_13845	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1114_25006_5900	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1114_22614_7382	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1114_14992_16567	5	1	4	20	5	1	4	20
M06508_16_000000000-CMN9T_1_1114_2748_18300	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1114_29031_18909	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2101_25943_6264	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2101_18138_22442	7	1	6	14.285714	7	1	6	14.285714285714285
M06508_16_000000000-CMN9T_1_2101_9685_25805	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2101_14537_27794	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2102_9560_11271	2	2	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2102_24092_22476	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2102_5324_24139	2	2	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2103_7891_20016	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2104_7604_8349	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2104_20696_14844	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2104_18539_16041	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2104_2542_16426	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2104_18870_27771	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2104_18861_27794	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2105_4966_10696	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2105_21293_12943	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2105_10327_16840	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2105_27078_21815	2	2	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2106_22055_14217	2	2	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2106_23044_18897	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2107_5647_8224	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2107_7252_9326	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2107_24314_16865	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2107_20285_18135	7	1	6	14.285714	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_2107_23621_19929	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2107_11344_22695	2	2	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2108_16076_9412	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2108_23065_13437	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2108_4305_18042	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2108_6646_21333	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2108_18930_21394	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2108_16087_22513	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2108_19838_23861	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2109_15173_11300	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2109_10120_11678	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2109_27109_14926	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2109_28825_18894	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2109_18872_19748	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2110_8497_18197	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2110_14022_19306	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2111_5317_6629	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2111_15872_7363	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2111_25939_15409	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2111_18144_18353	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2111_17041_21314	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2111_13922_27568	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2112_12404_8873	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2112_20373_13417	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2112_20057_15918	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2112_3765_17044	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2112_14511_17330	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2112_25606_20711	12050	1	12049	0.008299	32	1	31	3.125
M06508_16_000000000-CMN9T_1_2113_9043_11468	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2113_27304_18686	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2114_14467_12856	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2114_4030_20029	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1101_9678_3039	1315	1313	2	99.847909	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_1101_24448_5396	2631	2630	1	99.961992	2	1	1	50
M06508_16_000000000-CMN9T_1_1101_8120_9114	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1101_11471_20552	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1101_7439_25870	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1101_11279_27892	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1102_9217_6060	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1102_17265_10949	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1102_16684_13358	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1102_27614_14431	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1103_11427_5407	147	147	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1103_19096_8408	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1103_5555_12890	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1103_6899_16955	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1103_21537_27876	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1105_6571_9608	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1105_26659_20936	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1106_12549_15096	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1107_16403_16972	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1107_13120_17034	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1107_4972_22889	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1108_5503_8650	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1108_21019_14089	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1108_18972_19353	31	1	30	3.225806	8	1	7	12.5
M06508_16_000000000-CMN9T_1_1108_11238_25375	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1108_23359_26875	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1110_15770_7957	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1110_4500_19094	2	2	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1110_14267_22236	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1111_16959_2614	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1111_29403_12703	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1111_23802_20907	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1111_18875_22688	1	1	0	100	1	1	0	100
M06508_12_000000000-CJG44_1_1105_25429_19908	11685	1	11684	0.008558	130	1	129	0.7692307692307693
M06508_16_000000000-CMN9T_1_1112_12684_13886	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1112_23971_21056	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1112_8672_24128	9958	1	9957	0.010042	49	1	48	2.0408163265306123
M06508_16_000000000-CMN9T_1_1112_14526_25068	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1112_17882_25901	2	2	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1113_18278_4641	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1113_20200_5007	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1113_19046_11538	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1113_17930_12228	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1113_5705_13097	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1113_24257_15094	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1113_28586_15699	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1113_23877_18633	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1113_18126_20974	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1114_12516_2538	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1114_4815_9506	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1114_17108_17133	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1114_28597_19353	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2101_10197_7665	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2101_10963_18728	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2101_22329_22824	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2101_9045_24924	3	3	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2101_16271_28623	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2102_6844_5456	11189	1	11188	0.008937	28	1	27	3.571428571428571
M06508_16_000000000-CMN9T_1_2102_17476_7343	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2102_12526_11355	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2102_11097_12703	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2102_3703_15988	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2102_6573_16280	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2102_13133_21949	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2102_15439_26539	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2102_19959_28578	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2103_1937_17511	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2103_15529_18261	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2104_6474_5286	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2104_10194_5590	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2105_17280_2836	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2105_8987_5695	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2105_18717_6137	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2105_3137_9415	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2105_18902_16155	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2105_28224_16879	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2105_10197_17208	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2105_26305_20851	338	1	337	0.295858	56	1	55	1.7857142857142856
M06508_16_000000000-CMN9T_1_2105_12475_22512	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2105_18835_26891	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2106_22721_7748	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2106_10824_10377	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2106_10266_20138	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2106_17183_20888	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2106_27004_22286	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2106_22554_23046	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2106_5667_23144	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2107_29092_13409	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2107_28206_15069	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2107_26793_15833	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2107_10186_22689	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2107_19051_23177	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2108_14416_3712	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2108_3153_11227	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2108_11238_14220	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2108_25266_19718	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2108_18092_23088	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2109_2484_12309	887	1	886	0.11274	16	1	15	6.25
M06508_16_000000000-CMN9T_1_2109_26390_15236	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2109_12072_27739	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2110_16571_3036	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2110_23296_3598	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2110_26013_10268	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2110_25481_21001	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2110_25807_24759	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2110_24046_24880	2	2	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2110_13720_28657	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2111_5499_12596	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2112_20705_23550	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2112_19307_25477	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2113_15494_15814	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2113_24427_19627	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2113_23059_22517	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2114_25066_9765	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2114_3678_11389	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_2114_9678_23656	1	1	0	100	1	1	0	100
M06508_12_000000000-CJG44_1_1101_8479_9734	1	1	0	100	1	1	0	100
M06508_12_000000000-CJG44_1_1102_25085_15336	1	1	0	100	1	1	0	100
M06508_12_000000000-CJG44_1_1102_22382_17087	1	1	0	100	1	1	0	100
M06508_12_000000000-CJG44_1_1103_23245_17703	1	1	0	100	1	1	0	100
M06508_12_000000000-CJG44_1_1109_2620_11114	1	1	0	100	1	1	0	100
M06508_12_000000000-CJG44_1_1109_17660_17069	1	1	0	100	1	1	0	100
M06508_12_000000000-CJG44_1_1113_18311_18956	1	1	0	100	1	1	0	100
M06508_12_000000000-CJG44_1_2101_21817_12963	1	1	0	100	1	1	0	100
M06508_12_000000000-CJG44_1_2104_11769_14139	1	1	0	100	1	1	0	100
M06508_12_000000000-CJG44_1_2104_16044_27121	1	1	0	100	1	1	0	100
M06508_12_000000000-CJG44_1_2105_9421_9042	1	1	0	100	1	1	0	100
M06508_12_000000000-CJG44_1_2105_28677_15373	1	1	0	100	1	1	0	100
M06508_12_000000000-CJG44_1_2105_25830_24426	1	1	0	100	1	1	0	100
M06508_12_000000000-CJG44_1_2106_9039_13532	1	1	0	100	1	1	0	100
M06508_12_000000000-CJG44_1_2111_28993_17173	1	1	0	100	1	1	0	100
M06508_12_000000000-CJG44_1_2112_23136_12168	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1101_20117_3769	3139	3071	68	97.833705	7	1	6	14.285714285714285
M06508_16_000000000-CMN9T_1_1101_22547_5641	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1101_17420_14850	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1101_23847_16019	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1101_8182_20182	236	236	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1101_28165_20720	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1101_4883_22536	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1102_16086_4008	2	2	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1102_24937_7754	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1102_14360_8263	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1102_14545_12753	1	1	0	100	1	1	0	100
M06508_16_000000000-CMN9T_1_1102_9661_20900	1	1	0	100	1	1	0	100
